RUsp-010-StripPacking-10,05/16/2024,,RUsp,StripPacking,,10,,0,1,0,0.8667609691619873,,50.0,50.0,0.0,10,7021.0
SBspL-010-StripPacking-10,05/16/2024,,SBspL,StripPacking,,10,,0,1,0,0.26520323753356934,,50.0,50.0,0.0,5,736.0
SBspM-010-StripPacking-10,05/16/2024,,SBspM,StripPacking,,10,,0,1,0,0.28990697860717773,,39.0,39.0,0.0,6,9773.0
Name,Date,,Model,Objective,Subobjective,N,,Cuts,Presolve,Heuristics,Runtime,,Value,Bound,MIP Gap,Sol Count,Node Count
SUsp-010-StripPacking-10,05/16/2024,,SUsp,StripPacking,,10,,0,1,0,0.45264554023742676,,39.0,39.0,0.0,5,11477.0
RUsp-010-StripPacking-10,05/16/2024,,RUsp,StripPacking,,10,,0,1,0,0.2514967918395996,,41.0,41.0,0.0,6,11650.0
SBspL-010-StripPacking-10,05/16/2024,,SBspL,StripPacking,,10,,0,1,0,0.26749539375305176,,50.0,50.0,0.0,5,736.0
SBspM-010-StripPacking-10,05/16/2024,,SBspM,StripPacking,,10,,0,1,0,0.29644083976745605,,39.0,39.0,0.0,6,9773.0
Name,Date,,Model,Objective,Subobjective,N,,Cuts,Presolve,Heuristics,Runtime,,Value,Bound,MIP Gap,Sol Count,Node Count
SUsp-010-StripPacking-10,05/16/2024,,SUsp,StripPacking,,10,,0,1,0,0.47699737548828125,,39.0,39.0,0.0,5,11477.0
RUsp-010-StripPacking-10,05/16/2024,,RUsp,StripPacking,,10,,0,1,0,0.28118443489074707,,41.0,41.0,0.0,6,11650.0
SBspL-010-StripPacking-10,05/16/2024,,SBspL,StripPacking,,10,,0,1,0,0.3059389591217041,,39.0,39.0,0.0,6,10712.0
SBspM-010-StripPacking-10,05/16/2024,,SBspM,StripPacking,,10,,0,1,0,0.29644203186035156,,39.0,39.0,0.0,6,9773.0
Name,Date,,Model,Objective,Subobjective,N,,Cuts,Presolve,Heuristics,Runtime,,Value,Bound,MIP Gap,Sol Count,Node Count
SUsp-010-StripPacking-10,05/16/2024,,SUsp,StripPacking,,10,,0,1,0,0.4773437976837158,,39.0,39.0,0.0,5,11477.0
RUsp-010-StripPacking-10,05/16/2024,,RUsp,StripPacking,,10,,0,1,0,0.5311284065246582,,44.0,44.0,0.0,10,8786.0
SBspL-010-StripPacking-10,05/16/2024,,SBspL,StripPacking,,10,,0,1,0,0.327669620513916,,39.0,39.0,0.0,6,10712.0
SBspM-010-StripPacking-10,05/16/2024,,SBspM,StripPacking,,10,,0,1,0,0.2808198928833008,,39.0,39.0,0.0,6,9773.0
Name,Date,,Model,Objective,Subobjective,N,,Cuts,Presolve,Heuristics,Runtime,,Value,Bound,MIP Gap,Sol Count,Node Count
SUsp-010-StripPacking-10,05/16/2024,,SUsp,StripPacking,,10,,0,1,0,0.4995095729827881,,39.0,39.0,0.0,5,11477.0
RUsp-010-StripPacking-10,05/16/2024,,RUsp,StripPacking,,10,,0,1,0,0.5239717960357666,,46.0,46.0,0.0,2,20268.0
SBspL-010-StripPacking-10,05/16/2024,,SBspL,StripPacking,,10,,0,1,0,0.3280472755432129,,39.0,39.0,0.0,6,10712.0
SBspM-010-StripPacking-10,05/16/2024,,SBspM,StripPacking,,10,,0,1,0,0.2938351631164551,,39.0,39.0,0.0,6,9773.0
Name,Date,,Model,Objective,Subobjective,N,,Cuts,Presolve,Heuristics,Runtime,,Value,Bound,MIP Gap,Sol Count,Node Count
SUsp-010-StripPacking-10,05/16/2024,,SUsp,StripPacking,,10,,0,1,0,0.4838898181915283,,39.0,39.0,0.0,5,11477.0
RUsp-010-StripPacking-10,05/16/2024,,RUsp,StripPacking,,10,,0,1,0,0.18745994567871094,,41.0,41.0,0.0,3,7799.0
SBspL-010-StripPacking-10,05/16/2024,,SBspL,StripPacking,,10,,0,1,0,0.312441349029541,,39.0,39.0,0.0,6,10712.0
SBspM-010-StripPacking-10,05/16/2024,,SBspM,StripPacking,,10,,0,1,0,0.27372241020202637,,39.0,39.0,0.0,6,9773.0
Name,Date,,Model,Objective,Subobjective,N,,Cuts,Presolve,Heuristics,Runtime,,Value,Bound,MIP Gap,Sol Count,Node Count
SUsp-010-StripPacking-10,05/16/2024,,SUsp,StripPacking,,10,,0,1,0,0.4838235378265381,,39.0,39.0,0.0,5,11477.0
RUsp-010-StripPacking-10,05/16/2024,,RUsp,StripPacking,,10,,0,1,0,0.1804647445678711,,41.0,41.0,0.0,3,7799.0
SBspL-010-StripPacking-10,05/16/2024,,SBspL,StripPacking,,10,,0,1,0,0.3136861324310303,,39.0,39.0,0.0,6,10712.0
SBspM-010-StripPacking-10,05/16/2024,,SBspM,StripPacking,,10,,0,1,0,0.29680418968200684,,39.0,39.0,0.0,6,9773.0
Name,Date,,Model,Objective,Subobjective,N,,Cuts,Presolve,Heuristics,Runtime,,Value,Bound,MIP Gap,Sol Count,Node Count
SUsp-010-StripPacking-10,05/16/2024,,SUsp,StripPacking,,10,,0,1,0,0.5099124908447266,,39.0,39.0,0.0,5,11477.0
RUsp-010-StripPacking-10,05/16/2024,,RUsp,StripPacking,,10,,0,1,0,0.5150716304779053,,39.0,39.0,0.0,6,8701.0
SBspL-010-StripPacking-10,05/16/2024,,SBspL,StripPacking,,10,,0,1,0,0.3276824951171875,,39.0,39.0,0.0,6,10712.0
SBspM-010-StripPacking-10,05/16/2024,,SBspM,StripPacking,,10,,0,1,0,0.29680728912353516,,39.0,39.0,0.0,6,9773.0
,,,,,,,,,,,,,,,,,
Name,Date,,Model,Objective,Subobjective,N,,Cuts,Presolve,Heuristics,Runtime,,Value,Bound,MIP Gap,Sol Count,Node Count
SUsp-010-StripPacking-15,05/16/2024,,SUsp,StripPacking,,15,,0,1,0,1310.3651225566864,,49.0,49.0,0.0,6,2731292.0
RUsp-010-StripPacking-15,05/16/2024,,RUsp,StripPacking,,15,,0,1,0,3116.7924885749817,,49.0,49.0,0.0,10,3533964.0
SBspL-010-StripPacking-15,05/16/2024,,SBspL,StripPacking,,15,,0,1,0,10.417895317077637,,50.0,50.0,0.0,10,77315.0
SBspM-010-StripPacking-15,05/16/2024,,SBspM,StripPacking,,15,,0,1,0,10800.05657362938,,50.0,44.0,0.12,8,20437783.0
,,,,,,,,,,,,,,,,,
Name,Date,,Model,Objective,Subobjective,N,,Cuts,Presolve,Heuristics,Runtime,,Value,Bound,MIP Gap,Sol Count,Node Count
SUsp-010-StripPacking-20,05/16/2024,,SUsp,StripPacking,,20,,0,1,0,10800.833062171936,,78.0,48.0,0.38461538461538464,10,822502.0
RUsp-010-StripPacking-20,05/16/2024,,RUsp,StripPacking,,20,,0,1,0,10801.397699594498,,80.0,47.0,0.4125,10,743564.0
SBspL-010-StripPacking-20,05/16/2024,,SBspL,StripPacking,,20,,0,1,0,10800.268954515457,,80.0,55.0,0.3125,10,2874938.0
SBspM-010-StripPacking-20,05/16/2024,,SBspM,StripPacking,,20,,0,1,0,10800.17864370346,,81.0,42.0,0.48148148148148145,10,4236071.0
,,,,,,,,,,,,,,,,,
Name,Date,,Model,Objective,Subobjective,N,,Cuts,Presolve,Heuristics,Runtime,,Value,Bound,MIP Gap,Sol Count,Node Count
SUsp-010-StripPacking-25,05/17/2024,,SUsp,StripPacking,,25,,0,1,0,10801.852407693863,,76.0,39.0,0.4868421052631579,10,741853.0
RUsp-010-StripPacking-25,05/17/2024,,RUsp,StripPacking,,25,,0,1,0,10801.174397468567,,78.0,38.0,0.5128205128205128,10,707783.0
SBspL-010-StripPacking-25,05/17/2024,,SBspL,StripPacking,,25,,0,1,0,10800.421246290207,,79.0,44.0,0.4430379746835443,10,2601907.0
SBspM-010-StripPacking-25,05/17/2024,,SBspM,StripPacking,,25,,0,1,0,10800.238158226013,,79.0,35.0,0.5569620253164557,10,3889394.0
Name,Date,,Model,Objective,Subobjective,N,,Cuts,Presolve,Heuristics,Runtime,,Value,Bound,MIP Gap,Sol Count,Node Count
SUsp-010-StripPacking-10,05/17/2024,,SUsp,StripPacking,,10,,0,1,0,0.5151355266571045,,39.0,39.0,0.0,5,11477.0
RUsp-010-StripPacking-10,05/17/2024,,RUsp,StripPacking,,10,,0,1,0,0.5307631492614746,,39.0,39.0,0.0,6,8701.0
SBspL-010-StripPacking-10,05/17/2024,,SBspL,StripPacking,,10,,0,1,0,0.3563857078552246,,39.0,39.0,0.0,5,10408.0
SBspM-010-StripPacking-10,05/17/2024,,SBspM,StripPacking,,10,,0,1,0,0.5624244213104248,,39.0,39.0,0.0,9,13852.0
Name,Date,,Model,Objective,Subobjective,N,,Cuts,Presolve,Heuristics,Runtime,,Value,Bound,MIP Gap,Sol Count,Node Count
SBspL-010-StripPacking-10,05/17/2024,,SBspL,StripPacking,,10,,0,1,0,0.3901681900024414,,39.0,39.0,0.0,5,10408.0
SBspM-010-StripPacking-10,05/17/2024,,SBspM,StripPacking,,10,,0,1,0,0.5721311569213867,,39.0,39.0,0.0,9,13852.0
,,,,,,,,,,,,,,,,,
Name,Date,,Model,Objective,Subobjective,N,,Cuts,Presolve,Heuristics,Runtime,,Value,Bound,MIP Gap,Sol Count,Node Count
SBspL-010-StripPacking-15,05/17/2024,,SBspL,StripPacking,,15,,0,1,0,11.51809310913086,,53.0,53.0,0.0,10,47665.0
SBspM-010-StripPacking-15,05/17/2024,,SBspM,StripPacking,,15,,0,1,0,17.687166452407837,,53.0,53.0,0.0,10,47073.0
,,,,,,,,,,,,,,,,,
Name,Date,,Model,Objective,Subobjective,N,,Cuts,Presolve,Heuristics,Runtime,,Value,Bound,MIP Gap,Sol Count,Node Count
SBspL-010-StripPacking-20,05/17/2024,,SBspL,StripPacking,,20,,0,1,0,10800.3912191391,,83.0,60.0,0.27710843373493976,10,2737407.0
SBspM-010-StripPacking-20,05/17/2024,,SBspM,StripPacking,,20,,0,1,0,10800.367598772049,,85.0,58.0,0.3176470588235294,10,1583361.0
,,,,,,,,,,,,,,,,,
Name,Date,,Model,Objective,Subobjective,N,,Cuts,Presolve,Heuristics,Runtime,,Value,Bound,MIP Gap,Sol Count,Node Count
SBspL-010-StripPacking-25,05/18/2024,,SBspL,StripPacking,,25,,0,1,0,10800.305752277374,,81.0,51.0,0.37037037037037035,10,2131353.0
SBspM-010-StripPacking-25,05/18/2024,,SBspM,StripPacking,,25,,0,1,0,10800.321286201477,,82.0,47.0,0.4268292682926829,10,1470620.0
